#,Display Name,Email,YT Channel,YT Subscribers,Type,Niche,Country,Cadence,Last Upload (days),Uploads (90d),IG Account,IG Followers,Skool Community,Skool Link,# of Members,Status
317,Toasted Ghost,Email in YouTube Bio,https://www.youtube.com/@ToastedGhost0027,2690,solo,no,,biweekly,1,6,,,,,,below_min_subscribers
318,Manifesting Our Way,Email in YouTube Bio,https://www.youtube.com/@ManifestingOurWay,24900,solo,yes,United States,inactive,122,0,https://www.instagram.com/manifestationbabe/?hl=en,,,,,below_min_subscribers
319,Island Hopper TV,Email in YouTube Bio,https://www.youtube.com/@IslandHopperTV,531000,solo,yes,United States,weekly,2,23,https://www.instagram.com/islandhoppertv/,,,,,ok
320,Internet Shaquille,Email in YouTube Bio,https://www.youtube.com/@internetshaquille,847000,solo,no,United States,monthly,8,3,https://www.instagram.com/internetshaquille/,,,,,off_niche
321,Hungry Passport,Email in YouTube Bio,https://www.youtube.com/@HungryPassport,281000,unclear,yes,United States,dormant,730,0,,,,,,cadence_dormant
322,Roaming Routes,Email in YouTube Bio,https://www.youtube.com/@The_Roaming_Routes,1220,unclear,yes,United Kingdom,monthly,61,2,,,,,,below_min_subscribers
323,Andrew Platt,Email in YouTube Bio,https://www.youtube.com/@Florida-mAndrew,21400,solo,no,United States,monthly,0,4,https://www.instagram.com/floridamandreww/,,,,,below_min_subscribers
324,Florida Tips For Brits,Email in YouTube Bio,https://www.youtube.com/@FloridaTipsForBrits,3530,solo,yes,United Kingdom,dormant,365,0,,,,,,below_min_subscribers
325,Brandon’s Travel Guides,Email in YouTube Bio,https://www.youtube.com/@BrandonsTravelGuides,35900,unclear,yes,United States,sporadic,5,1,,,,,,below_min_subscribers
326,Brianna Woodbine,Email in YouTube Bio,https://www.youtube.com/@BriannaWoodbine,22400,solo,yes,,weekly,1,22,https://www.instagram.com/briannawoodbine/,,,,,below_min_subscribers
327,themickeywiki,Email in YouTube Bio,https://www.youtube.com/@themickeywikioffical,331,unclear,no,United States,dormant,335,0,,,,,,below_min_subscribers
328,Louise Emma,Email in YouTube Bio,https://www.youtube.com/@LouiseEmma,8670,solo,yes,United Kingdom,weekly,0,13,https://www.instagram.com/louiseemmma/,,,,,below_min_subscribers
329,Amayi Pernecia,Email in YouTube Bio,https://www.youtube.com/@Amayipernecia,28000,solo,no,United States,weekly,1,24,,,,,,below_min_subscribers
330,Hannah Marsh,Email in YouTube Bio,https://www.youtube.com/@hannahmarshx,20200,solo,yes,,biweekly,2,8,https://www.instagram.com/hannahmarsh___?igsh=MWs3cmVxczlnbHg0Yw==&utm_source=qr,,,,,below_min_subscribers
331,Emily Enchanted,Email in YouTube Bio,https://www.youtube.com/@EmilyEnchanted,144000,solo,yes,United States,biweekly,11,5,https://www.instagram.com/emilynels8/?hl=en,,,,,ok
332,Nathan and Grace,Email in YouTube Bio,https://www.youtube.com/@NathanandGrace,13500,unclear,yes,United Kingdom,monthly,21,4,,,,,,below_min_subscribers
333,Matt's Travel Tips,,https://www.youtube.com/@MattsTravelTips,193000,solo,yes,United States,dormant,365,0,https://www.instagram.com/mattstraveltips/,,,,,cadence_dormant
334,HawaiianTraveler | Sean Kaleponi,Email in YouTube Bio,https://www.youtube.com/@SeanKaleponi,92600,solo,yes,United States,sporadic,21,1,https://www.instagram.com/hawaiiantraveler/,,,,,cadence_sporadic
335,Expoza Travel,,https://www.youtube.com/@ExpozaTravel,251000,unclear,yes,,dormant,365,0,,,,,,cadence_dormant
336,hanna noelle,,https://www.youtube.com/@hannanoelle,100000,solo,no,,weekly,1,12,https://www.instagram.com/hanna_noellee/,,,,,off_niche
337,Dejah Lanay,Email in YouTube Bio,https://www.youtube.com/@dejahlanay,531000,unclear,no,United States,weekly,3,21,,,,,,off_niche
338,Adventures of Matt and Nat,Email in YouTube Bio,https://www.youtube.com/@AdventuresofMattandNat,145000,solo,yes,United States,biweekly,10,5,https://instagram.com/adventuresofmattandnat/,,,,,ok
339,maria rosa,Email in YouTube Bio,https://www.youtube.com/@bellarosablog,4170,solo,yes,United States,dormant,304,0,http://instagram.com/bellarosablog,,,,,below_min_subscribers
340,The Endless Adventure,Email in YouTube Bio,https://www.youtube.com/@Theendlessadventure,664000,solo,yes,United States,biweekly,1,9,https://www.instagram.com/theendlessadventure/,,,,,ok
341,Jasmine Boateng,Email in YouTube Bio,https://www.youtube.com/@JasmineBoateng,112000,solo,no,Canada,sporadic,61,1,https://www.instagram.com/__jahzmynn__/,,,,,off_niche
342,IAMCHELSIEJANEA,,https://www.youtube.com/@iamchelsiejanea809,113000,unclear,no,United States,weekly,2,30,,,,,,off_niche
343,Julia Huynh,Email in YouTube Bio,https://www.youtube.com/@juliahuynh,455000,solo,no,United States,weekly,2,13,https://instagram.com/iamjuliahuynh,,,,,off_niche
344,Mícah Leia,Email in YouTube Bio,https://www.youtube.com/@micahleia,82600,unclear,no,,monthly,14,4,,,,,,off_niche
345,Jessica Jayne,Email in YouTube Bio,https://www.youtube.com/@JessicaJayneTurner,43600,solo,yes,United Kingdom,biweekly,3,7,https://www.instagram.com/jessicajayneturner,,,,,below_min_subscribers
346,Mandy's iPhone,Email in YouTube Bio,https://www.youtube.com/@mandys_iphone,427000,solo,no,Canada,biweekly,3,6,https://instagram.com/mandys_iphone,,,,,off_niche
347,Luxscape,Email in YouTube Bio,https://www.youtube.com/@Luxscapes,40900,unclear,yes,,weekly,2,14,,,,,,below_min_subscribers
348,Joey Miuccio,,https://www.youtube.com/@Joeymiuccio,222000,solo,yes,,weekly,10,10,,,,,,ok
349,New Travel Escapes,Email in YouTube Bio,https://www.youtube.com/@newtravelescapes,13400,solo,yes,Canada,weekly,1,13,,,,,,below_min_subscribers
350,twobirdbrains,,https://www.youtube.com/@twobirdbrains,1910,unclear,no,,inactive,152,0,,,,,,below_min_subscribers
351,Sachita Subramanian,,https://www.youtube.com/@sachitaa.s,45800,solo,no,United States,monthly,30,3,https://www.instagram.com/sachitaa.s,,,,,below_min_subscribers
352,Carmen Van Kerckhove,Email in YouTube Bio,https://www.youtube.com/@TopFlightFamily,133000,unclear,yes,United States,dormant,365,0,,,,,,cadence_dormant
353,Dan Treks,Email in YouTube Bio,https://www.youtube.com/@DanTreks,12100,solo,yes,United States,sporadic,30,1,https://www.instagram.com/dantreks,,,,,below_min_subscribers
354,Dirt In My Shoes,,https://www.youtube.com/@DirtInMyShoes,52300,solo,yes,United States,weekly,0,14,https://www.instagram.com/dirtinmyshoes/,,,,,below_min_subscribers
355,Jeb Brooks,Email in YouTube Bio,https://www.youtube.com/@GreenerGrass,1030000,solo,yes,United States,biweekly,9,6,https://www.instagram.com/jebbrooksflies/,,,,,ok
356,Jeanie Marie,Email in YouTube Bio,https://www.youtube.com/@JeanieMarie,51500,unclear,no,United States,inactive,91,0,,,,,,below_min_subscribers
357,Keep Your Daydream,Email in YouTube Bio,https://www.youtube.com/@KeepYourDaydream,567000,solo,yes,United States,weekly,1,12,https://instagram.com/keepyourdaydream/,,,,,ok
358,Gab and Bren,Email in YouTube Bio,https://www.youtube.com/@gabandbren,13400,unclear,yes,United States,weekly,3,12,,,,,,below_min_subscribers
359,RV Miles,Email in YouTube Bio,https://www.youtube.com/@RVMiles,134000,solo,no,United States,weekly,0,30,https://www.instagram.com/RVMiles,,,,,off_niche
360,The Hutchinsons,Email in YouTube Bio,https://www.youtube.com/@TheHutchinsons,193000,solo,yes,United Kingdom,biweekly,21,5,https://www.instagram.com/thehutchinsonfamily/,,,,,ok
361,Jon Barr,Email in YouTube Bio,https://www.youtube.com/@HereBeBarr,668000,unclear,no,United States,biweekly,10,7,http://www.instagram.com/here.be.barr,,,,,off_niche
362,Jon Barr Shorts,,https://www.youtube.com/@HereBeBarrExtra,38500,unclear,no,United States,dormant,274,0,,,,,,below_min_subscribers
363,Nomac Guides,Email in YouTube Bio,https://www.youtube.com/@NomacGuides,62900,unclear,yes,United States,biweekly,4,6,,,,,,below_min_subscribers
364,Michel Janse,Email in YouTube Bio,https://www.youtube.com/@MichelJanse,282000,solo,yes,United States,weekly,2,24,https://www.instagram.com/michel.c.janse,,,,,ok
365,Adventures of A+K,Email in YouTube Bio,https://www.youtube.com/@AdventuresofAplusK,297000,solo,yes,United States,biweekly,8,5,https://www.instagram.com/adventuresofaplusk/,,,,,ok
366,emma chamberlain,,https://www.youtube.com/@emmachamberlain,12000000,solo,no,United States,dormant,244,0,https://www.instagram.com/emmachamberlain,,,,,off_niche
367,Tar Mar,Email in YouTube Bio,https://www.youtube.com/@TarMarz,156000,solo,no,Ireland,biweekly,14,5,http://instagram.com/tarmarz,,,,,off_niche
368,Bigtime Myrtle Beach to Orlando,Email in YouTube Bio,https://www.youtube.com/@BigtimeMyrtleBeach,4340,solo,yes,United States,biweekly,21,8,,,,,,below_min_subscribers
369,HeatherHugs,,https://www.youtube.com/@HeatherHugs,1040,solo,no,United States,inactive,122,0,,,,,,below_min_subscribers
370,Kaitlyn Mason,,https://www.youtube.com/@kaitylately,21,unclear,no,,sporadic,28,1,,,,,,below_min_subscribers
371,Gorden & Martha Dove,Email in YouTube Bio,https://www.youtube.com/@gordenmarthadove122,617000,solo,no,United States,biweekly,3,5,https://instagram.com/gordenandmarthadove,,,,,off_niche
372,Build The Dream,Email in YouTube Bio,https://www.youtube.com/@buildthedream77,50500,solo,yes,United States,biweekly,2,9,,,,,,below_min_subscribers
373,isabelle,,https://www.youtube.com/@isabelle_jada,213,unclear,no,,sporadic,28,1,,,,,,below_min_subscribers
374,EECC Travels,Email in YouTube Bio,https://www.youtube.com/@EECCTravels,205000,solo,yes,United States,weekly,1,19,https://www.instagram.com/eecctravels/,,,,,ok
375,McKenzie Morgan,Email in YouTube Bio,https://www.youtube.com/@styledbymckenz,90900,solo,yes,United States,weekly,12,19,https://www.instagram.com/styledbymckenz/,,,,,ok
376,It's The Donnellys,Email in YouTube Bio,https://www.youtube.com/@itsthedonnellys,1140000,solo,yes,United States,biweekly,8,8,http://instagram.com/itsthedonnellysofficial/,,,,,ok
377,trovexgo,Email in YouTube Bio,https://www.youtube.com/@trovexgo8076,4550,solo,yes,India,weekly,3,23,,,,,,below_min_subscribers
378,Joey Contino,Email in YouTube Bio,https://www.youtube.com/@JoeyContino2,74000,unclear,no,United States,weekly,14,16,,,,,,below_min_subscribers
379,Alyssa Howard,Email in YouTube Bio,https://www.youtube.com/@alyssaahoward,344000,solo,no,United States,biweekly,21,6,https://www.instagram.com/alyssaa.howard,,,,,off_niche
380,Blitzz_Royal,Email in YouTube Bio,https://www.youtube.com/@RoyalSmithofficial,1040,solo,no,,weekly,2,11,https://www.instagram.com/blitzzz.royal?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,,,,,below_min_subscribers
381,Kam 💫,,https://www.youtube.com/@KamsOdyssey,612,unclear,yes,United States,sporadic,1,1,,,,,,below_min_subscribers
382,Kamariya,,https://www.youtube.com/@KamariyaMcDonald,22700,unclear,no,,weekly,0,10,,,,,,below_min_subscribers
383,Lily Phillips,,https://www.youtube.com/@Lily.phillips,3200,unclear,no,,monthly,61,2,,,,,,below_min_subscribers
384,The Royalty Adventure,Email in YouTube Bio,https://www.youtube.com/@Theroyaltyadventure,12800,solo,yes,United States,weekly,1,22,https://www.instagram.com/theroyaltyadventure/?fbclid=IwAR1-5uxqqp7ne8hcyqn3avxmcVqjpuWDzkxLZPs-bgflXDU72KDFJc-Dnxc,,,,,below_min_subscribers
385,Timmy's Takeout,Email in YouTube Bio,https://www.youtube.com/@TimmyTakeout,1590000,solo,yes,United States,weekly,2,13,https://instagram.com/timmytakeout/,,,,,ok
386,Travel Spree,Email in YouTube Bio,https://www.youtube.com/@TravelSpreeOfficial,104000,solo,yes,United States,weekly,2,15,https://www.instagram.com/travelspreeofficial,,,,,ok
387,Ryan and Kala,Email in YouTube Bio,https://www.youtube.com/@ryanandkala,25300,solo,yes,Canada,weekly,1,14,https://www.instagram.com/ryanandkala,,,,,below_min_subscribers
388,The Miranda's Adventures,Email in YouTube Bio,https://www.youtube.com/@themirandasadventure3797,545,solo,yes,United States,monthly,13,2,https://www.instagram.com/themirandasadventures/,,,,,below_min_subscribers
389,Adam Hattan,Email in YouTube Bio,https://www.youtube.com/@adamhattan,158000,solo,yes,United Kingdom,biweekly,30,8,http://www.instagram.com/adamhattan,,,,,ok
390,Dre and Ken Empire,Email in YouTube Bio,https://www.youtube.com/@DreandKenEmpire,1740000,solo,no,United States,weekly,3,24,https://www.instagram.com/thedre_way,,,,,off_niche
391,J House Vlogs,Email in YouTube Bio,https://www.youtube.com/@jhousevlogs,3550000,unclear,yes,United States,biweekly,5,6,,,,,,ok
392,Magical Fam,Email in YouTube Bio,https://www.youtube.com/@magicalfam,6460,solo,no,United States,weekly,1,27,https://www.instagram.com/magical.familytravels/,,,,,below_min_subscribers
393,Family with Four,Email in YouTube Bio,https://www.youtube.com/@FamilywithFour,7140,solo,yes,Canada,weekly,2,13,,,,,,below_min_subscribers
394,10xTravel,Email in YouTube Bio,https://www.youtube.com/@10xTravel,9460,solo,yes,,biweekly,12,6,https://www.instagram.com/10xtravelblog/,,,,,below_min_subscribers
395,Not Enough Nelsons,Email in YouTube Bio,https://www.youtube.com/@NotEnoughNelsons,5570000,solo,no,United States,weekly,1,15,https://www.instagram.com/justkass/,,,,,off_niche
396,Mark Wiemels,Email in YouTube Bio,https://www.youtube.com/@markwiemels,169000,solo,yes,United States,weekly,5,11,https://www.instagram.com/markwiemels/,,,,,ok
397,Thrifty Traveler,,https://www.youtube.com/@thriftytraveler,15400,unclear,yes,United States,weekly,3,20,,,,,,below_min_subscribers
398,smileycitrus,Email in YouTube Bio,https://www.youtube.com/@smileycitrus,74800,solo,no,Australia,weekly,6,11,http://instagram.com/smileycitrus,,,,,below_min_subscribers
399,Camden David,Email in YouTube Bio,https://www.youtube.com/@camdendavid,103000,solo,yes,United States,biweekly,3,6,,,,,,ok
400,Sophie Nadeau,Email in YouTube Bio,https://www.youtube.com/@SophieNadeau,136000,solo,yes,United Kingdom,weekly,1,11,https://www.instagram.com/sophieannenadeau,,,,,ok
401,Travel Wright,,https://www.youtube.com/@travels_wright,5550,unclear,yes,Canada,sporadic,21,1,,,,,,below_min_subscribers
402,We're in the Rockies,Email in YouTube Bio,https://www.youtube.com/@WereintheRockies,125000,solo,yes,United States,weekly,2,16,https://www.instagram.com/wereintherockies/,,,,,ok
403,Travel Eaz,Email in YouTube Bio,https://www.youtube.com/@traveleaz,19700,solo,yes,United States,biweekly,10,8,,,,,,below_min_subscribers
404,RAJ B TRAVELS,,https://www.youtube.com/@RAJBTRAVELS,1480,unclear,yes,United States,inactive,122,0,,,,,,below_min_subscribers
405,Chrissa Travels,Email in YouTube Bio,https://www.youtube.com/@ChrissaTravels,57100,solo,yes,United States,weekly,2,12,https://www.instagram.com/chrissatravels/,,,,,below_min_subscribers
406,Ultimate Bucket List,Email in YouTube Bio,https://www.youtube.com/@UltimateBucketList,135000,solo,yes,United Kingdom,biweekly,61,5,https://www.instagram.com/ninhlyuk/,,,,,ok
407,Ana Khodus,Email in YouTube Bio,https://www.youtube.com/@anakhodus,2870,solo,no,Canada,sporadic,61,1,,,,,,below_min_subscribers
408,Ontario Road Tripping,Email in YouTube Bio,https://www.youtube.com/@ontarioroadtripping,18900,solo,yes,Canada,weekly,10,18,https://www.instagram.com/ontarioroadtripping/,,,,,below_min_subscribers
409,Dots on a Map,Email in YouTube Bio,https://www.youtube.com/@DotsonaMap,215000,solo,yes,United States,monthly,12,4,https://www.instagram.com/dotsonamap,,,,,ok
410,Jack Schmidt,,https://www.youtube.com/@jackschmidt98,3150,solo,no,Australia,dormant,365,0,https://www.instagram.com/schmidtdogg_/?hl=en,,,,,below_min_subscribers
411,Travel with Brett,,https://www.youtube.com/@ineed2travel,178,unclear,yes,,sporadic,30,1,,,,,,below_min_subscribers
412,Rhiannan Morgan - Mummy of Four,Email in YouTube Bio,https://www.youtube.com/@MummyofFourUK,38800,solo,yes,United Kingdom,weekly,11,24,https://www.instagram.com/mummyoffouruk/,,,,,below_min_subscribers
413,Amy Hart,Email in YouTube Bio,https://www.youtube.com/@AmyHart,13900,solo,yes,United Kingdom,weekly,21,10,https://www.instagram.com/amyhartxo/,,,,,below_min_subscribers
414,TravelWright,Email in YouTube Bio,https://www.youtube.com/@travelwright3124,1600,solo,yes,United States,dormant,213,0,https://www.instagram.com/travelwright7733/,,,,,below_min_subscribers
415,sofia mathew,Email in YouTube Bio,https://www.youtube.com/@sofmathew,10200,solo,yes,United States,biweekly,1,9,https://www.instagram.com/sofia.mathew/,,,,,below_min_subscribers
416,Which?,Email in YouTube Bio,https://www.youtube.com/@which,112000,solo,no,United Kingdom,weekly,10,13,https://www.instagram.com/whichuk/reels/,,,,,off_niche
417,Lurgs How To Guides,Email in YouTube Bio,https://www.youtube.com/@LurgsHowToGuides,138000,unclear,no,United Kingdom,monthly,14,2,,,,,,off_niche
418,The Knightstrider,Email in YouTube Bio,https://www.youtube.com/@TheKnightStrider,116000,solo,yes,Spain,weekly,0,30,https://www.instagram.com/the_knightstrider,,,,,wrong_country
419,Ears and Ideas Extras,,https://www.youtube.com/@earsandideasextras814,249,solo,yes,United Kingdom,biweekly,5,7,,,,,,below_min_subscribers
420,The B1M,Email in YouTube Bio,https://www.youtube.com/@TheB1M,4050000,solo,no,United Kingdom,weekly,0,20,https://www.instagram.com/fred_mills/,,,,,off_niche
421,Driving Test Routes UK,Email in YouTube Bio,https://www.youtube.com/@DrivingTestRoutesUK,6720,solo,yes,United Kingdom,weekly,30,30,,,,,,below_min_subscribers
422,The Incredible Wilsons,Email in YouTube Bio,https://www.youtube.com/@theincrediblewilsons,16200,solo,yes,United Kingdom,weekly,4,16,https://www.instagram.com/theincrediblewilsons?igsh=MXgxZmFyNWtsZHN0OA==&utm_source=qr,,,,,below_min_subscribers
423,Kirsty’s Kingdom,,https://www.youtube.com/@kirstyskingdom,898,solo,yes,,inactive,122,0,https://www.instagram.com/kirstyskingdom?igsh=MXE4M2JoMnpkcWsybA==&utm_source=qr,,,,,below_min_subscribers
424,The Kershaws Adventures,Email in YouTube Bio,https://www.youtube.com/@TheKershawsAdventures,18700,solo,yes,United Kingdom,biweekly,3,9,https://www.instagram.com/thekershawsadentures,,,,,below_min_subscribers
425,The Jay Way,Email in YouTube Bio,https://www.youtube.com/@TheJayWay5,60100,solo,yes,Kuwait,biweekly,4,5,https://www.instagram.com/thejayway005?igsh=MTE5YnRkYmZ4cDlmZQ==&utm_source=qr,,,,,below_min_subscribers
426,Ben & Fifa - Eyup Vlogs,Email in YouTube Bio,https://www.youtube.com/@Eyupben-fifa,2200,unclear,yes,United Kingdom,weekly,0,14,,,,,,below_min_subscribers
427,Dbeestory,Email in YouTube Bio,https://www.youtube.com/@Dbeestory,781,solo,no,,weekly,4,17,https://www.instagram.com/dbeestory,,,,,below_min_subscribers
428,Samantha Elizabeth,Email in YouTube Bio,https://www.youtube.com/@SamanthaEliza_beth,13200,solo,yes,United Kingdom,sporadic,30,1,https://www.instagram.com/samanthaeliza_beth,,,,,below_min_subscribers
429,Lara Joanna Jarvis,Email in YouTube Bio,https://www.youtube.com/@LaraJoannaJarvis,78000,solo,yes,United Kingdom,monthly,21,3,https://www.instagram.com/larajoannajarvis/,,,,,below_min_subscribers
430,Robbie Roams,,https://www.youtube.com/@robbieroams,45900,solo,yes,United Kingdom,weekly,1,12,https://www.instagram.com/robbieroams/,,,,,below_min_subscribers
431,Jenny and Ryan Travel,Email in YouTube Bio,https://www.youtube.com/@Jennyandryantravel,319,solo,yes,,monthly,7,3,https://www.instagram.com/jennyandryan_,,,,,below_min_subscribers
432,Welsh Ginger Hobo,,https://www.youtube.com/@welshgingerhobo,6000,solo,yes,United Kingdom,weekly,1,19,"https://www.instagram.com/The highlights of today. 😁
If you'd like to keep up with my daily shenanigans I'd recommend following my Instagram stories. I'm having one of those moments where I'm finding that's the easiest outlet for content.

I've lost my video editing mojo lately. I've been concentrating on myself a little and totally loving life here in Dartmoor. Sometimes you have to prioritise yourself before anything else. This has been one of those moments. But rest assured, videos will come again soon I promise 😁

Enjoy the rest of your day folks. Peace ✌🏽💚🧡

www.instagram.com/welshgingerhobo",,,,,below_min_subscribers
433,A Lot of What You Fancy,Email in YouTube Bio,https://www.youtube.com/@ALotofWhatYouFancy,890,solo,yes,United Kingdom,dormant,365,0,https://www.instagram.com/alotofwhatyoufancy,,,,,below_min_subscribers
434,Travelling Tuesdays TV by Abena,Email in YouTube Bio,https://www.youtube.com/@travellingtuesdays,11600,unclear,yes,,weekly,1,12,,,,,,below_min_subscribers
435,Maria & Olivia,Email in YouTube Bio,https://www.youtube.com/@MariaOliviaTravel,9180,solo,yes,United States,monthly,21,3,https://www.instagram.com/mariaandoliviatravel,,,,,below_min_subscribers
436,Liam Brown,Email in YouTube Bio,https://www.youtube.com/@LiamBrown,203000,solo,no,United Kingdom,monthly,12,3,https://www.instagram.com/realliambrown/,,,,,off_niche
437,The Juicy Vlog,Email in YouTube Bio,https://www.youtube.com/@TheJuicyVlog,589000,unclear,yes,United Kingdom,weekly,3,16,,,,,,ok
438,Fowler Fam Adventures,,https://www.youtube.com/@FowlerFamAdventures,1880,solo,no,United States,dormant,183,0,https://www.instagram.com/fowler_fam_adventures?igsh=djkzZTdsMDQ1ZWVk&utm_source=qr,,,,,below_min_subscribers
439,Rob Caden-Elkins,Email in YouTube Bio,https://www.youtube.com/@RobCadenElkins,3720,unclear,yes,United Kingdom,biweekly,1,6,,,,,,below_min_subscribers
440,Tash and Brad,Email in YouTube Bio,https://www.youtube.com/@tashandbrad,5650,solo,yes,United Kingdom,weekly,14,11,https://www.instagram.com/tashalsharpe/,,,,,below_min_subscribers
441,Jack Does Travel,,https://www.youtube.com/@JackDoesTravel,774,solo,yes,,biweekly,8,8,,,,,,below_min_subscribers
442,The Yard,,https://www.youtube.com/@TheYardPodcast,452000,solo,no,United States,weekly,4,26,,,,,,off_niche
443,Zac Jones,Email in YouTube Bio,https://www.youtube.com/@ZacJonesYouTube,32000,unclear,no,United Kingdom,biweekly,30,5,,,,,,below_min_subscribers
444,Family Freedom,Email in YouTube Bio,https://www.youtube.com/@FamilyFreedom,179000,solo,yes,United Kingdom,weekly,1,30,https://www.instagram.com/familyfreedomvlogs/,,,,,ok
445,Callums Corner,Email in YouTube Bio,https://www.youtube.com/@CallumsCorner.,371000,unclear,no,United Kingdom,monthly,9,3,,,,,,off_niche
446,itsjxylxn,Email in YouTube Bio,https://www.youtube.com/@itsjxylxn,4970,unclear,no,United Kingdom,biweekly,7,9,,,,,,below_min_subscribers
447,Niamh Mackinnon,Email in YouTube Bio,https://www.youtube.com/@NiamhMackinnon,176000,unclear,no,,biweekly,14,6,,,,,,off_niche
448,Erin Davila,Email in YouTube Bio,https://www.youtube.com/@erinrdavila,7410,unclear,no,United States,weekly,4,14,https://www.instagram.com/erinrdavila/,,,,,below_min_subscribers
449,Lottie Rainbow,,https://www.youtube.com/@LottieRainbow,45900,solo,yes,,dormant,365,0,,,,,,below_min_subscribers
450,Outdoor Boys,,https://www.youtube.com/@OutdoorBoys,20500000,solo,yes,United States,dormant,274,0,https://www.instagram.com/outdoorboyschannel/,,,,,cadence_dormant
451,Lauren Norris,Email in YouTube Bio,https://www.youtube.com/@TheLaurenNorris,342000,solo,no,United States,weekly,2,24,https://www.instagram.com/thelaurennorris/,,,,,off_niche
452,The JNLT Channel,Email in YouTube Bio,https://www.youtube.com/@the_jnlt_channel,12500,solo,yes,United Kingdom,monthly,9,4,https://www.instagram.com/the_jnlt_channel/,,,,,below_min_subscribers
453,Jessie Hall,,https://www.youtube.com/@Life_with_Jessie,916,unclear,yes,United Kingdom,monthly,13,4,,,,,,below_min_subscribers
454,The Ellmers Adventures,Email in YouTube Bio,https://www.youtube.com/@theellmersadventures,1060,solo,yes,United Kingdom,weekly,3,16,https://www.instagram.com/the_ellmers_adventures/,,,,,below_min_subscribers
455,Theme Park Worldwide,Email in YouTube Bio,https://www.youtube.com/@ThemeParkWorldwide,461000,solo,yes,United Kingdom,weekly,1,30,http://www.instagram.com/themeparkworldwide,,,,,ok
456,PT Vlogs UK,,https://www.youtube.com/@PTVlogsUK,19200,solo,no,United Kingdom,weekly,1,18,https://www.instagram.com/ptvlogs_uk/,,,,,below_min_subscribers
457,Cold Mash,,https://www.youtube.com/@TheColdMash,233000,solo,no,,weekly,0,12,https://instagram.com/mashtaglazy,,,,,off_niche
458,A Walk on the Wild Side,Email in YouTube Bio,https://www.youtube.com/@AWalkontheWildSideBlackpool,84900,solo,yes,United Kingdom,weekly,0,30,https://www.instagram.com/awalkonthewildside69/,,,,,ok
459,Your Experience Guide,Email in YouTube Bio,https://www.youtube.com/@yourexperienceguide,56700,solo,yes,United Kingdom,weekly,1,30,https://www.instagram.com/yrexperienceguide/,,,,,below_min_subscribers
460,Life of Timbo,Email in YouTube Bio,https://www.youtube.com/@lifeoftimbo2507,399,solo,no,United Kingdom,sporadic,30,1,,,,,,below_min_subscribers
461,SteveMarsh,,https://www.youtube.com/@steve-marsh,391000,solo,yes,United Kingdom,weekly,2,22,https://www.instagram.com/stevemarsh_youtube/,,,,,ok
462,Josie,,https://www.youtube.com/@JosieIrons,600000,solo,no,United Kingdom,weekly,1,26,http://instagram.com/josieldn,,,,,off_niche
463,Je suis Lou,Email in YouTube Bio,https://www.youtube.com/@JesuisLou,181000,solo,no,Spain,weekly,1,26,https://www.instagram.com/je.suis.lou/,,,,,wrong_country
464,Shantel De Bonsu,Email in YouTube Bio,https://www.youtube.com/@Shanteldebonsu,5930,solo,no,United Kingdom,sporadic,61,1,https://www.instagram.com/shanteldebonsu/,,,,,below_min_subscribers
465,Nasey Family,Email in YouTube Bio,https://www.youtube.com/@NaseyFamily,395000,solo,no,United Kingdom,monthly,61,2,https://www.instagram.com/caaseybarker/,,,,,off_niche
466,Lucinda Strafford,Email in YouTube Bio,https://www.youtube.com/@LucindaStrafford,77200,solo,yes,United Kingdom,monthly,30,2,https://www.instagram.com/lucindastrafford/,,,,,below_min_subscribers
467,The Ingham Family,Email in YouTube Bio,https://www.youtube.com/@TheInghamFamily,1380000,unclear,yes,United Kingdom,weekly,1,30,,,,,,ok
468,NDL,Email in YouTube Bio,https://www.youtube.com/@NDL,4640000,unclear,no,United Kingdom,weekly,5,12,http://instagram.com/niko,,,,,off_niche
469,Mia Wootton,Email in YouTube Bio,https://www.youtube.com/@miawootton,24100,unclear,no,United Kingdom,weekly,7,18,,,,,,below_min_subscribers
470,Farhana Oberson,Email in YouTube Bio,https://www.youtube.com/@FarhanaOberson,172000,solo,no,United Kingdom,inactive,152,0,https://instagram.com/farhana_oberson/,,,,,off_niche
471,Yousra,Email in YouTube Bio,https://www.youtube.com/@YousraHere,26700,solo,yes,Canada,weekly,1,11,https://www.instagram.com/yousra.here/,,,,,below_min_subscribers
472,Adventure with Emon,,https://www.youtube.com/@adventurewithemon,929,unclear,yes,United Kingdom,monthly,30,2,,,,,,below_min_subscribers
473,Cyprus Scope,Email in YouTube Bio,https://www.youtube.com/@CyprusScope,27500,unclear,yes,Cyprus,sporadic,30,1,,,,,,below_min_subscribers
474,AllyiahsFace,Email in YouTube Bio,https://www.youtube.com/@allyiahsface,933000,solo,no,United States,biweekly,1,9,https://instagram.com/allyiahsface/,,,,,off_niche
475,Tam Kaur Vlogs,Email in YouTube Bio,https://www.youtube.com/@TamKaurVlogs,231000,solo,no,United Kingdom,biweekly,6,7,https://www.instagram.com/tamkaur/?hl=en,,,,,off_niche
476,Mia Bibi,,https://www.youtube.com/@miakhannn,43000,solo,no,,biweekly,14,8,https://www.instagram.com/miakhannn?igsh=MWQ4Y2xzc2dnZzdmOQ==&utm_source=qr,,,,,below_min_subscribers
